danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.325825358,0.253891088,-7.935813866,0.30212756,0.120184359,0.064750264,0.24991458,0.358891879,94.02868206
0.370459706,0.230103154,-8.541733135,0.297371455,0.484722273,0.00969069,0.489497625,0.186961155,137.560079
0.469555811,0.985364562,-6.559826241,0.350624134,0.341171842,0.027149345,0.380652102,0.01974456,83.43437823
0.189471359,0.706098582,-3.815063762,0.135913993,0.054664283,0.026013839,0.08791145,0.308785434,129.08654
0.129921505,0.617785936,-6.915577194,0.479703564,0.287429742,0.063225501,0.266405174,0.379208973,111.0676306
0.475704926,0.004984965,-6.86367032,0.406972892,0.197804937,0.033805527,0.040381304,0.035117658,152.0272447
0.226909349,0.184310002,-7.871505364,0.400337738,0.340796425,0.031518104,0.059332107,0.55536026,129.1458717
0.669813995,0.635541293,-8.819727657,0.099602474,0.724390263,0.079749437,0.06930525,0.454705429,141.4767532
0.437151919,0.379719326,-8.405336267,0.354364357,0.125020378,0.168012157,0.075261096,0.493062461,98.31245087
0.832678196,0.924280384,-7.661435037,0.216851171,0.166776835,0.046497359,0.064394738,0.133472885,86.11869364
0.700265102,0.764724219,-3.704750009,0.123080601,0.173009242,0.205562121,0.111467567,0.383076534,112.7542169
0.312366641,0.447384073,-8.599284446,0.397489608,0.18385988,0.300115919,0.197873327,0.967842091,132.2344707
0.832259801,0.749514978,-7.86846981,0.068552279,0.071061967,0.259074321,0.286311962,0.357415706,121.4256358
0.804764357,0.975404324,-10.16344415,0.067741594,0.323719122,0.113332246,0.090142387,0.792961248,143.0153381
0.387478379,0.460980825,-6.208422334,0.254265246,0.171052366,0.123453201,0.090854528,0.12416614,130.9284967
0.288328104,0.642525888,-4.583302053,0.084055226,0.258245801,0.022988598,0.29340591,0.122821493,99.01144693
0.682495504,0.918664615,-3.938755385,0.137322364,0.18299352,0.132031786,0.210798461,0.998925735,129.2928781
0.139752484,0.248674662,-7.491588688,0.127189159,0.717079098,0.201589423,0.121917298,0.648362966,123.4388179
0.199908202,0.886557914,-6.564114292,0.276701551,0.346414499,0.110022542,0.055079636,0.66483444,145.4164819
0.00736227,0.097544707,-8.383875805,0.444330937,0.34284279,0.106408217,0.098861385,0.425923884,101.4793914
0.786924378,0.648448171,-6.679953301,0.245909783,0.423744727,0.08427744,0.130912769,0.761146287,106.7350925
0.664850857,0.782838155,-7.215087119,0.168816501,0.318602381,0.000198282,0.057328081,0.928177379,127.938124
0.705165379,0.614606219,-7.854339032,0.160415758,0.755829073,0.16169926,0.182971897,0.082003242,148.2757298
0.780729031,0.495534804,-7.655615769,0.166876975,0.342710752,0.009288495,0.031009767,0.172401516,116.0131862
0.458915776,0.6173471,-6.870194292,0.210654518,0.175297214,0.312671719,0.031244945,0.866072146,131.9306269
0.568741196,0.151663709,-8.735381087,0.046891833,0.218804175,0.059505547,0.508628272,0.079141625,120.7044488
0.139796998,0.21557071,-8.60624198,0.131505526,0.527221473,0.08914976,0.175672681,0.359134495,119.1511581
0.114530074,0.269899344,-3.731594966,0.084854135,0.136084754,0.060871355,0.157984216,0.083206406,143.0377303
0.668402962,0.597779341,-1.223633078,0.133930628,0.029810241,0.030082822,0.423100604,0.407970789,122.1972308
0.471096206,0.441901074,-11.01091737,0.229013717,0.168268281,0.019483179,0.183560098,0.447160394,111.1488127
0.565236106,0.244475842,-11.14867801,0.21433982,0.516875065,0.199087965,0.114833418,0.180132307,109.9662739
0.764998857,0.882809332,-10.39288207,0.411214003,0.403962375,0.027245966,0.308536761,0.081644809,113.8582727
0.63471832,0.37392184,-8.258221038,0.287165773,0.414654651,0.365225375,0.355387766,0.41738735,106.1591541
0.553579401,0.446031719,-5.760548722,0.021352418,0.086175288,0.301236194,0.293690536,0.514489989,115.2416137
0.559207161,0.409701077,-6.521867645,0.229200628,0.076378994,0.199626532,0.218168529,0.737031439,121.1768914
0.303950098,0.181942955,-7.569922158,0.364286461,0.136100375,0.007872837,0.215388125,0.725996026,125.7349048
0.030817835,0.731627015,-6.677661133,0.268102421,0.375468081,0.021636347,0.16827426,0.069917357,100.2957683
0.436717389,0.448458262,-9.730215392,0.299335506,0.373935754,0.05667076,0.229581763,0.437964363,111.5886894
0.214584673,0.01625711,-8.610306929,0.271002399,0.056095363,0.003017565,0.31998368,0.843768847,112.5669321
0.408528644,0.964013702,-8.050236371,0.324097803,0.340208399,0.02639652,0.201624693,0.596989355,104.7331606
0.853403073,0.815763612,-11.96054085,0.218532316,0.474254404,0.023868335,0.145043107,0.854857435,108.4117991
0.233939486,0.723559354,-10.90327551,0.216365531,0.700056395,0.158463881,0.009441461,0.950859096,138.0146369
0.058302742,0.869091871,-10.80391515,0.294022563,0.231806927,0.229194851,0.140995198,0.334275287,147.2797284
0.281383892,0.906807254,-6.089729441,0.127095635,0.103776174,0.024328151,0.368511097,0.132956262,113.739605
0.293593758,0.337489706,-7.386612629,0.104615204,0.211098228,0.011207266,0.04189163,0.083923042,105.7798897
0.661916515,0.610958678,-6.472347,0.190502895,0.27508366,0.041198767,0.18150796,0.126419542,118.3746696
0.557032152,0.608807809,-12.59913747,0.147766272,0.691121866,0.075164534,0.088471291,0.682484898,121.6858926
0.783898209,0.267299669,-11.70891672,0.33985086,0.110601073,0.099597233,0.171553732,0.119565074,133.841479
0.66431354,0.221952251,-6.341961399,0.458812317,0.559707585,0.050797233,0.107071815,0.952407522,112.0724545
0.406386861,0.113907255,-14.9466741,0.086817717,0.247814591,0.128027279,0.178638404,0.658982948,109.159434
0.814020385,0.659314196,-4.938426606,0.025227881,0.347631492,0.009851746,0.228798967,0.955529247,169.0320417
0.16697292,0.780918991,-12.55829286,0.090621741,0.265373125,0.112650956,0.134861864,0.563505974,94.12841721
0.022712073,0.76095298,-5.89163777,0.107659856,0.912459945,0.083010778,0.16912345,0.202318858,138.022454
0.090047861,0.316275377,-10.22146156,0.431918757,0.275410728,0.085570541,0.210913501,0.168176748,149.7942822
0.722359351,0.20525985,-5.377740712,0.358013529,0.066935871,0.004456289,0.041090811,0.767889014,114.9236077
0.46187723,0.453614178,0,0.07635147,0.332059391,0.261994493,0.345358063,0.000107823,128.7984831
0.161271779,0.54681346,-13.68294408,0.340220571,0.257186486,0.00452099,0.219548667,0.875284299,86.463554
0.501044775,0.919087128,-6.26155713,0.12653993,0.19398714,0.076679086,0.24165967,0.029505545,120.4975048
0.152312103,0.874823154,-12.52040678,0.114281357,0.18028336,0.057349371,0.202268236,0.604434718,143.1900632
0.696320375,0.916058331,-6.933077694,0.110915948,0.372931335,0.343831415,0.279043112,0.388865961,122.4098357
0.446156276,0.850262385,-8.516930409,0.376177503,0.588894602,0.127993351,0.028075403,0.611568426,120.7644351
0.381021226,0.964581204,-7.675544194,0.14563092,0.137282623,0.093052206,0.297733312,0.782164896,154.6849368
0.301512089,0.465499997,-10.27921569,0.166721025,0.156662393,0.147441159,0.112157009,0.11195423,136.3816947
0.630282593,0.047473497,-6.048647226,0.310800731,0.403457421,0.06506389,0.292068373,0.946295752,134.1649894
0.361812611,0.083562032,-11.62089459,0.066713571,0.441032316,0.010986009,0.057153882,0.595779061,103.7885779
0.087649919,0.390276142,-4.895906843,0.096805419,0.508812986,0.072934488,0.09434369,0.381960698,71.10248713
0.118005902,0.257687091,-9.023125767,0.048064381,0.146110231,0.290843755,0.323368218,0.979081075,127.4610818
0.961897665,0.169940591,-11.50672669,0.103495998,0.378302781,0.080056133,0.09471821,0.811624454,120.1107514
0.908580691,0.953203775,-4.012657942,0.053945546,0.349680539,0.099705422,0.304250382,0.16206784,135.2506899
0.699707134,0.195419588,-8.168356632,0.184722228,0.270146714,0.003859892,0.230779073,0.088547508,122.4935411
0.265869961,0.959379272,-3.230910074,0.170426763,0.52274027,0.091342998,0.064378942,0.922885217,120.8876083
0.969176377,0.76083884,-4.946609677,0.089270342,0.307939608,0.072287937,0.340833855,0.584867361,120.6133497
0.778750904,0.640945672,-9.995364262,0.031487901,0.104318036,0.011623196,0.231694558,0.463442373,97.80594935
0.716890189,0.67601896,-8.212474502,0.078887911,0.594019695,0.028584064,0.074564731,0.077303737,83.09935748
0.449361502,0.331474324,-7.697405151,0.327962138,0.087448026,0.013717299,0.26041083,0.541775474,102.2874712
0.272241562,0.646427038,-4.184242,0.164707817,0.276214213,0.441231889,0.233278855,0.271487585,97.94735508
0.096390962,0.186692118,-6.906205717,0.320934271,0.517779177,0.067815795,0.020411129,0.193095171,119.0840154
0.902602397,0.937705433,-7.559268447,0.168995979,0.23307514,0.090573745,0.089073239,0.391060811,87.33952398
0.45577629,0.30179334,-8.499698968,0.24327313,0.122959429,0.052187056,0.152100455,0.035688922,110.4820916
0.202363365,0.255186512,-8.12639259,0.105777087,0.223440577,0.112511596,0.098479347,0.597864171,158.5891323
0.305956624,0.711162798,-4.738519786,0.23652362,0.499221383,0.122684611,0.144487294,0.621102982,118.5085265
0.579219569,0.656448718,-7.990736623,0.034941621,0.134114242,0.055792264,0.197547703,0.694999286,120.9614926
0.176772783,0.451298918,-8.987493178,0.360636826,0.40032284,0.256105099,0.240634769,0.022844576,120.3100343
0.856614284,0.632446235,-9.411267914,0.250386253,0.41841129,0.223903371,0.162468093,0.175582224,124.2388776
0.75851953,0.159493072,-9.384412885,0.246177043,0.220210524,0.000982115,0.100684339,0.772352275,109.4711219
0.719462956,0.673328307,-11.50523999,0.082681136,0.256888929,0.112635104,0.284956782,0.574678902,116.6970927
0.43209304,0.270610695,-9.875938271,0.239965509,0.554398231,0.078091831,0.206328218,0.009054642,109.1604184
0.627308841,0.272835977,-4.253949311,0.161002619,0.594104357,0.07998466,0.173077964,0.730702574,90.14139373
0.584097969,0.162179935,-8.516498151,0.100858274,0.344565742,0.127401011,0.229149967,0.416601969,143.459729
0.649846602,0.332377135,-6.238970829,0.222162768,0.477861914,0.274297013,0.048728606,0.263073185,102.3567184
0.084444321,0.33125106,-14.19689129,0.075639033,0.248527617,0.249196918,0.409312596,0.754252921,152.0119882
0.415807402,0.454179012,-6.579221728,0.147656933,0.017799777,0.040925746,0.060368505,0.360364786,104.7045921
0.041614174,0.190419505,-8.403381761,0.027323006,0.141054184,0.047530742,0.510643559,0.453613487,92.82872077
0.493990819,0.193007536,-9.203600057,0.354162771,0.02657832,0.085237971,0.074630137,0.860777294,158.7179352
0.329861212,0.541738572,-7.547600106,0.178097881,0.258766465,0.010923226,0.29547732,0.149690796,90.40705902
0.144524189,0.128877405,-9.239563135,0.147605234,0.029364344,0.0053427,0.308633354,0.565657647,74.70755911
0.103402968,0.688897008,-13.3096873,0.236212152,0.090493676,0.215365084,0.244418835,0.103949136,91.07233334
0.587644572,0.943947126,-5.694380147,0.319996739,0.223845891,0.04951696,0.213531549,0.977856293,117.2425447
0.170592969,0.426795622,-7.392456097,0.081888804,0.670167677,0.113171596,0.131543004,0.311855487,93.24458294
0.925120118,0.901105313,-8.784856137,0.28706635,0.414622387,0.080637207,0.187485167,0.910227925,108.7478482
0.58106114,0.098316591,-10.41546343,0.084966223,0.265378586,0.056684049,0.293632175,0.36700873,79.33129734
0.346869805,0.042957627,-11.67464379,0.242941851,0.399767593,0.030874771,0.114687951,0.846172294,141.7493891
0.590915491,0.721368878,-7.440268232,0.05823609,0.217135814,0.224301459,0.304329702,0.764605721,128.3974355
0.022803871,0.761021573,-3.966397599,0.039948851,0.498623944,0.082735867,0.275510395,0.232549594,94.68290646
0.958559213,0.843058241,-7.492083808,0.067010901,0.050206919,0.00185904,0.243619087,0.646921176,73.6895666
0.482303437,0.056817678,-11.45690402,0.113726601,0.318601229,0.05848632,0.064410749,0.233341749,101.9246113
0.782735227,0.776907055,-7.437208182,0.255842755,0.390710405,0.002150929,0.069611064,0.018976257,133.0035696
0.08273,0.376538733,-8.133357406,0.161358644,0.226847867,0.001224576,0.055205074,0.300478456,141.5343749
0.486658331,0.303337633,-5.839890935,0.264436152,0.265311565,0.020942058,0.280258528,0.71055795,115.2879663
0.490706994,0.173023921,-6.483167056,0.117609596,0.341680038,0.131762544,0.200868407,0.17854319,109.9710363
0.937826455,0.996015755,-15.46455634,0.113223589,0.061792507,0.041724427,0.110592328,0.627801823,108.42848
0.571728052,0.063663589,-6.636894489,0.310889902,0.654583282,0.001971683,0.146481322,0.764886192,126.0870134
0.473489401,0.827008015,-10.50869852,0.051484793,0.101433141,0.01840849,0.224249447,0.310339277,137.6303733
0.266975663,0.639494435,-11.55432185,0.159730947,0.509148498,0.009278289,0.219110877,0.102076727,117.1371145
0.331568997,0.735080444,-8.471183526,0.101730884,0.382099328,0.025232703,0.081796915,0.596591815,112.5225564
0.520672402,0.71171712,-6.972572227,0.221841735,0.067098413,0.047038018,0.374628011,0.131355932,135.6148632
0.43891146,0.858434485,-12.10183653,0.362299426,0.097449506,0.116386002,0.007461935,0.002598079,149.887399
0.02161208,0.18379207,-6.238558957,0.266491048,0.116510617,0.140709459,0.203956848,0.130734094,114.2676357
0.826291924,0.000824617,-6.091652881,0.098443654,0.16707236,0.03111652,0.281714903,0.266647753,121.6984397
0.896160772,0.598528489,-7.882559509,0.054872432,0.178596932,0.005786706,0.120758731,0.677379241,104.971096
0.140249089,0.353858639,-10.16905908,0.168313998,0.597470106,0.070102996,0.172654041,0.332594605,121.6060773
0.554036144,0.123787331,-10.44844501,0.321373646,0.176699195,0.109695245,0.080594904,0.918568572,101.4691679
0.108575741,0.186138754,-5.435169671,0.166235045,0.145706063,0.147218813,0.126893546,0.742262747,148.4372687
0.672240093,0.331749312,-11.77805672,0.127408519,0.109787874,0.118555078,0.419322714,0.987471063,137.7227043
0.281233784,0.070233371,-5.338823848,0.17130217,0.510732418,0.05695687,0.274633334,0.665295434,154.7405037
0.659422635,0.056913202,-8.412997898,0.349292021,0.079952483,0.178825253,0.148090496,0.021389182,108.7998743
0.726994614,0.916026255,-8.239586249,0.05881663,0.532236483,0.003396045,0.078540225,0.148881069,161.4073033
0.768647492,0.312102749,-12.27021926,0.307318662,0.600710507,0.037916196,0.136123796,0.269593319,124.8912397
0.107740946,0.982230697,-8.366791575,0.41006895,0.191103641,0.01917378,0.200993983,0.703331228,117.3241396
0.916011845,0.964367008,-6.46603621,0.374612276,0.46273539,0.014871378,0.135757912,0.64526238,145.1619232
0.230213991,0.142571282,-11.34102522,0.214217849,0.261150648,0.006437342,0.149067499,0.205223787,99.58959287
0.037412556,0.714924303,-6.753410332,0.114123087,0.102451052,0.00722548,0.005700347,0.698060908,120.670012
0.554852469,0.600804889,-7.777469366,0.336094397,0.317089482,0.01837063,0.18383154,0.279049469,116.8722606
0.370922284,0.690647073,-9.609389035,0.099135544,0.419056475,0.254705255,0.156327681,0.668458776,128.3512069
0.829789743,0.096191,-5.863317284,0.013829983,0.429039516,0.002162519,0.33079473,0.310788163,111.1263722
0.808251472,0.188560079,-13.50564192,0.230167863,0.265378199,0.064640923,0.129904646,0.210320444,109.2118041
0.317138893,0.076638661,-7.133298128,0.13959588,0.041149634,0.038796609,0.260784848,0.494841436,112.3855667
0.952899395,0.604134205,-3.951412105,0.454332056,0.048620228,0.004509686,0.298504291,0.980749459,114.1903516
0.290917838,0.986591076,-4.400142152,0.091481192,0.198474524,0.047169367,0.274905959,0.646589891,121.5731178
0.515057129,0.671984538,-7.025483199,0.107576768,0.458067122,0.07371332,0.181015748,0.351641388,145.7600704
0.255965091,0.710761535,-8.75420194,0.377634852,0.157078131,0.024773833,0.217052625,0.518444692,76.87014307
0.93604357,0.984585042,-9.589506391,0.158060736,0.299118795,0.136626397,0.296933992,0.43860783,135.3281386
0.164607818,0.678011554,-8.757314485,0.220928862,0.212923933,0.046474868,0.148051918,0.031343765,110.5557732
0.044910619,0.040181573,-6.64048188,0.286307401,0.143570971,0.062834678,0.199451947,0.674288094,116.4220078
0.43509706,0.867005601,-10.01810951,0.104081732,0.210551449,0.06303433,0.101934646,0.205497632,98.26564468
0.992375564,0.36467829,-6.106440455,0.275262748,0.363291232,0.14947508,0.336383535,0.534227642,120.9230983
0.891677266,0.004363622,-2.667098705,0.129185194,0.075325455,0.10931479,0.245572402,0.070910356,112.1724644
0.748608019,0.507234178,-8.154708088,0.193559916,0.125499856,0.189668542,0.066019695,0.790297279,115.5011091
0.890792491,0.937015001,-11.36098701,0.291337774,0.48613818,0.000426773,0.219268847,0.017429105,131.6625049
0.89344664,0.257330687,-11.36186187,0.179641142,0.080755359,0.147193323,0.24247543,0.321463054,132.7072558
0.51885836,0.491513173,-6.058586121,0.231447153,0.368166813,0.074200806,0.381956091,0.383317056,148.3995087
0.315929052,0.173776888,-8.149365447,0.250699486,0.15759322,0.050033892,0.340094914,0.772373504,108.1543705
0.772012432,0.057692672,-5.80792276,0.206989082,0.083402238,0.053147989,0.235634195,0.973587178,133.6470476
0.661661263,0.080544947,-9.334085623,0.131121552,0.277281274,0.118475505,0.05178477,0.191331673,132.6700384
0.373657729,0.727010906,-5.923441131,0.242974758,0.446634083,0.062998575,0.179448822,0.139058321,121.7553627
0.094466668,0.864074471,-8.395747934,0.187991231,0.098153927,0.253893101,0.201925608,0.621702031,153.7087471
0.746789611,0.143298839,-9.831260138,0.177665205,0.394326212,0.023976763,0.157826414,0.2172976,107.2344492
0.262460516,0.288318568,-9.002496197,0.27986518,0.119950647,0.012829359,0.333467382,0.024218475,123.0186814
0.936813151,0.195029468,-10.99263589,0.289417185,0.350998253,0.037330016,0.300289578,0.231810692,126.0989184
0.240970575,0.026855777,-3.026601104,0.179066345,0.346145134,0.017873219,0.26972267,0.23452426,96.04256602
0.122757932,0.55343137,-8.240954534,0.105332669,0.247813223,0.270589899,0.349400281,0.55153109,145.2988757
0.831112672,0.69992217,-6.388714778,0.166618382,0.338833263,0.00077423,0.22710101,0.450029544,117.8680003
0.153284317,0.647877481,-9.342172832,0.3275161,0.050080846,0.328132154,0.213905227,0.333445846,128.7453623
0.179268308,0.388053547,-10.62981955,0.257952975,0.059946299,0.048115211,0.261418807,0.289091721,151.5946862
0.599382792,0.555010246,-8.584701277,0.362126459,0.082519701,0.223703768,0.032724957,0.267870521,124.3002439
0.874562041,0.094099307,-5.247018667,0.491985438,0.212639406,0.068039848,0.153867051,0.861756952,120.807155
0.196434666,0.154303719,-9.301829478,0.206017384,0.547467229,0.048045349,0.105623707,0.460810142,121.3282005
0.310323673,0.93179462,-10.17632993,0.226041437,0.29729839,0.063197271,0.269141126,0.85492486,99.90142658
0.777404838,0.761507748,-7.611339389,0.161252849,0.420870242,0.160537667,0.3446695,0.995751639,112.3884988
0.971826426,0.922739096,-6.752443498,0.477585013,0.2147372,0.145995965,0.188024315,0.495603532,116.9712879
0.500741186,0.916680284,-3.892879578,0.588411023,0.054623412,0.111530165,0.025146377,0.928494184,121.9639393
0.143897503,0.649392617,-7.115623804,0.187329862,0.216094692,0.027660932,0.617510617,0.174585765,147.5728146
0.013936288,0.928238648,-6.390018304,0.120851987,0.295784174,0.092889957,0.206673534,0.309785315,138.5826771
0.22965603,0.416704103,-6.201811908,0.081490302,0.403781149,0.077390983,0.270624102,0.658907536,108.2474032
0.131822218,0.003616245,-10.88253845,0.253741027,0.248673181,0.074771404,0.397316042,0.238015176,119.5305044
0.677658674,0.062571116,-10.40833018,0.173708548,0.167916255,0.168754817,0.526851691,0.591765051,148.0155149
0.121832505,0.109487326,-10.70974072,0.290350921,0.077862562,0.025813027,0.183377519,0.898951515,85.52038802
0.506329932,0.095353453,-11.33036439,0.161892937,0.359976233,0.079522293,0.454562735,0.973614371,115.450281
0.694262436,0.351702391,-6.011350313,0.172613861,0.163467051,0.059622827,0.176600254,0.534875834,93.87691048
0.581116609,0.701270807,-7.274874771,0.298118127,0.167403341,0.091514643,0.025948008,0.736718015,168.8689863
0.199775652,0.790648807,-7.801259842,0.288188999,0.304485926,0.013999542,0.272350173,0.603233589,135.4458839
0.804124526,0.590213274,-14.48179129,0.236222402,0.415284607,0.038577558,0.53717749,0.419906783,110.0750205
0.71540713,0.146436175,-2.861307853,0.439676761,0.204530438,0.051737844,0.01994124,0.356498702,119.2844103
0.738984004,0.747901602,-10.23568001,0.191271736,0.08689638,0.11743291,0.088715833,0.614149793,103.5647234
0.131057752,0.354801919,-2.87046811,0.186275621,0.163443418,0.057949323,0.451240601,0.345627611,159.827199
0.123753804,0.012993349,-11.6231037,0.057433201,0.270896925,0.010119444,0.423056897,0.74900228,74.1354808
0.927562551,0.280588621,-10.0310029,0.224847356,0.243870642,0.235092509,0.089456226,0.126171462,126.5489803
0.397578194,0.330600554,-13.50712346,0.157899258,0.163794136,0.151108179,0.325745915,0.718591574,118.5764949
0.300948692,0.274245535,-7.09468756,0.084720473,0.100560619,0.200542791,0.250589732,0.511062575,99.42479768
0.488584045,0.811870153,-10.75314205,0.319167982,0.302710691,0.050599979,0.146892768,0.081779479,114.974248
0.662864213,0.759926398,-10.68250039,0.268058261,0.221457555,0.006112987,0.2324788,0.839564453,87.58548341
0.955623257,0.69555203,-11.43128554,0.559322897,0.457633681,0.224487741,0.165103242,0.549857404,151.3964377
0.286446227,0.139005079,-6.056612343,0.425960853,0.056109297,0.205874962,0.201535044,0.734860766,120.5123992
0.924808429,0.80783391,-6.221340871,0.018958945,0.211956266,0.031306227,0.111882852,0.123717381,138.3010955
0.024859491,0.677175962,-3.469915272,0.287169827,0.298405389,0.221836194,0.211611771,0.155160789,110.3081382
0.555198042,0.194837686,-9.714266553,0.173490778,0.242038907,0.025169053,0.340260615,0.878633849,146.891742
0.633975112,0.64809393,-7.452951572,0.03332622,0.324898633,0.283507408,0.071637738,0.46682474,120.6953983
0.105897404,0.483511641,-11.22333799,0.105816837,0.175985022,0.044786994,0.104603892,0.295891359,141.4585098
0.140339597,0.439350062,-8.837597557,0.17105345,0.170684578,0.057918341,0.039689958,0.518877915,131.3486077
0.419114319,0.112123163,-9.297113283,0.431071585,0.480883212,0.381617177,0.154319502,0.371506307,119.3273895
0.966231912,0.518304276,-6.838875106,0.155717964,0.30368032,0.159574653,0.093029376,0.973819748,139.9936696
0.596042553,0.099931809,-5.457445484,0.103220896,0.408009958,0.105538644,0.035523085,0.196988229,200
0.933023222,0.164253387,-5.522333273,0.036837487,0.472135346,0.076441605,0.094793726,0.530069932,97.37651435
0.804360916,0.132546314,-10.10703068,0.06993739,0.243784348,0.061491981,0.314825724,0.332409844,117.5824428
0.467381602,0.954108279,-5.503830238,0.169197806,0.332533822,0.149407105,0.399633751,0.165113242,94.12656525
0.784763449,0.28486469,-8.110212843,0.245950351,0.194943451,0.00968677,0.378554175,0.681489987,128.294271
0.017836784,0.355204324,-8.81149224,0.056792899,0.48913108,0.281759617,0.365767186,0.136977474,124.5155194
0.109143997,0.322080606,-9.771278717,0.18525672,0.016938567,0.148495728,0.147793061,0.274526129,158.8530135
0.829428615,0.898250445,-9.399839486,0.296471172,0.11275172,0.139884491,0.151011518,0.487359035,114.8675638
0.796817088,0.562965911,-3.644215385,0.061115855,0.354555723,0.003300342,0.423801514,0.423774193,139.0370686
0.232640742,0.919159899,-7.231473084,0.26325101,0.417111571,0.104712127,0.251503956,0.910555953,78.40661492
0.530769591,0.299924906,-7.563470381,0.198923581,0.337513039,0.197038625,0.099697149,0.650970815,123.0355621
0.606015821,0.114834674,-8.655617146,0.158527199,0.281415956,0.088838497,0.497794451,0.069416762,102.6038261
0.867738954,0.556218453,-1.885053471,0.12154226,0.278691654,0.029428774,0.098590274,0.143210422,131.8454746
0.603107157,0.345536992,-4.737473778,0.122657119,0.374488437,0.044541737,0.397593153,0.586224103,143.026459
0.412571569,0.801906833,-9.802655287,0.356527369,0.275391769,0.224965085,0.30017665,0.225485528,108.0011252
0.374184043,0.879423409,-8.684037637,0.232556286,0.404721811,0.019470349,0.317103791,0.195709042,130.8114496
0.425882086,0.472573511,-8.535611358,0.449763946,0.387884177,0.003084576,0.110334194,0.98755625,112.8616921
0.651931026,0.971359024,-7.635320054,0.236769363,0.376571497,0.017351479,0.149457454,0.709481398,120.9461878
0.867490632,0.553013006,-9.753064982,0.073537185,0.415117476,0.006905807,0.107705392,0.302468218,128.2266641
0.453896882,0.270920393,-6.902958692,0.349093779,0.221570041,0.198277953,0.210059302,0.027823093,99.92028296
